,title,artist,date,description,text,tags,group,event,category,url,image,Duración
193,Programación completa In-presentable 2010,No definido,16 jun - 27 jun 2010,,Puedes consultar toda la información descargando el fichero PDF en dónde encontrarás toda la información referente a las actuaciones.,[''],In-Presentable 2010,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/programacion-completa-presentable-2010,https://www.lacasaencendida.es/storage/2808/responsive-images/7565-609f-inpresentable_ciclo_2010___detail_1600_900.jpg,
194,Luis Rosales. El contenido del corazón,No definido,29 abr - 6 jun 2010,,"Luis Rosales. El contenido del corazón es el título de la exposición celebrada con motivo del centenario de su nacimiento que supone un recorrido por la vida y obra del poeta protagonista de la generación del 36.
Luis Rosales (Granada, 1910-Madrid, 1992) fue un intelectual versátil: poeta, ensayista, académico de la lengua, difusor de la cultura en español por el resto del mundo y catalizador de la literatura hispanoamericana en España. Sus amigos fueron muchos de los autores de la generación del 27 y también artistas de diversas disciplinas. Fue director de la revista Cuadernos hispanoamericanos.
La muestra ofrece un recorrido cronológico por la vida y la trayectoria literaria de Luis Rosales que culminaría con una decena de premios, entre ellos, el Premio Nacional de Literatura (1951) y el Premio Cervantes (1982). Documentos manuscritos e impresos, fotografías y una selección de obra plástica de autores contemporáneos como Benjamín Palencia, Rafael Alberti, Federico García Lorca, José Caballero y Joan Miró, entre otros. 
Comisarias: Xelo Candel y Paloma Esteban",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/luis-rosales-contenido-corazon,https://www.lacasaencendida.es/storage/1777/responsive-images/5783-609f-contenido_corazon_luis_rosales_1___detail_1600_900.jpg,
195,ARTe SONoro,No definido,22 abr - 13 jun 2010,,"ARTe SONoro es la primera exposición dedicada exclusivamente a esta práctica artista en Madrid. Representa un acercamiento a las nuevas prácticas en torno al sonido y la investigación en las nuevas formas sonoras en relación con el cine, las artes plásticas y las artes escénicas, cuestiones que siempre han estado presentes en la programación de La Casa Encendida.
La exposición es el punto de partida de la programación de ARTe SONoro que ha contado con una serie de intervenciones (conciertos, performances, proyecciones, documentación audiovisual, talleres y encuentros) fuera de las salas expositivas, en la Colina de las Ciencias y en el barrio de Lavapiés, dando cabida al trabajo de más de cincuenta artistas nacionales e internacionales.
Artistas participantes en la muestra: Ryoji Ikeda, Carsten Nicolai, Angela Bulloch, Andrés Ramírez Gavira, Jason Kahn, Minoru Sato, Chris Watson, Llorenç Barber, Katja Köle, Martin Riches & Masahiro Miwa, Steve Roden, José Iges/Concha Jerez, Dan St. Clair, Dawn Scarfe, Escoitar.org. 
Comisario: José Manuel Costa",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/arte-sonoro,https://www.lacasaencendida.es/storage/1759/responsive-images/5781-609f-arte_sonoro_1___detail_1600_900.jpg,
196,"“From I to J"" Homenaje de Isabel Coixet a John Berger",No definido,12 feb - 11 abr 2010,"From I to J representa un homenaje a John Berger, autor de From A to X, la obra que Coixet toma como base. Se trata de un proyecto transversal en el que se cruzan diversas disciplinas de la creación artística contemporánea –desde la literatura al cine, de la arquitectura a la música– en una obra inédita que altera la autonomía de las artes y sus dependencias para modificar las reglas de la percepción.","Berger se ha convertido en un referente de las prácticas literarias sin limitaciones de género. Sus colaboraciones con terceros (guionistas, dramaturgos y críticos) apuestan por un compromiso radical con la creatividad y el misterio del arte, con igual intensidad con la que se compromete con los oprimidos.
En una antigua prisión de un lugar de nombre sin nombre se encontraron unas cartas sin fecha. Las cartas de A(Aida) y las notas de X(Xavier) constituyen la base textual sobre la que Isabel Coixet ha construido esta exposición-acción-instalación en homenaje a John Berger.
Comisaria: Isabel Coixet",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/i-j-homenaje-isabel-coixet-john-berger,https://www.lacasaencendida.es/storage/1772/responsive-images/5782-609f-from_i_to_j_berger_coixet_4___detail_1600_900.jpg,
197,'Studio Franchise/Estudio franquicia',Ryan McGinness,4 feb - 4 abr 2010,"Este proyecto ofrece la oportunidad de acercarse en directo al proceso creativo y la presencia del artista durante más de un mes en La Casa Encendida, generando así un espacio de diálogo con los usuarios del centro.","Estudio franquicia se divide en tres partes: la recreación de un taller en una de las salas de exposiciones que funciona con reglas propias y está basado en el estudio del artista en Nueva York; una exposición en proceso, que se ha ido completando con el trabajo realizado por McGinness y sus colaboradores –en realidad alumnos del taller que está impartiendo en La Casa Encendida–; y una exposición al uso, que muestra una selección de su obra reciente.
Pero la supuesta practicidad del planteamiento de Estudio franquicia es pura abstracción. Fiel a su trayectoria, que comenzó en el campo del diseño gráfico, lo que McGinness genera son iconos a partir de la realidad actual del artista, que se debate entre la necesidad de crear libremente y la de adaptarse a una sociedad en la que lo rentable se mide en otros términos.
Comisario: Adam Jorquera",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/studio-franchiseestudio-franquicia-ryan-mcginness,https://www.lacasaencendida.es/storage/1754/responsive-images/5780-609f-estudio_franquicia_ryan_mcguinnes_1___detail_1600_900.jpg,
198,En Casa. The Tell-Tale Show,No definido,1 ene 10 - 31 dic 11,La Casa Encendida presenta una nueva edición del proyecto En Casa que lleva desarrollándose desde prácticamente la apertura del centro.,"El objetivo es invitar artistas que se encuentren al comienzo de sus carreras a producir proyectos específicos fuera de las salas de exposiciones con la novedad de incluir a un comisario independiente al frente del proyecto. En esta ocasión el comisario invitado es Manuel Segade y los artistas David Bestué y Marc Vives, Rubén Grilo, Alexandre Singh y Tris Vonna-Michell.
Comisario: Manuel Segade",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/casa-tell-tale-show,https://www.lacasaencendida.es/storage/1813/responsive-images/5786-609f-en_casa_antonio_ballester_1_nt___detail_1600_900.jpg,
199,"Ciudades habitables, ciudades de futuro",No definido,1 ene - 31 dic 2010,,"En el momento actual se hace imprescindible fomentar un cambio de actitudes personales e institucionales que hagan viable el desarrollo sostenible en los entornos urbanos, considerados la fuerza motriz de un nuevo modelo más respetuoso con el medio ambiente y consciente de la finitud de los recursos naturales.
La exposición muestra nueve iniciativas para la puesta en marcha de acciones que consigan unas ciudades más habitables. Pretende provocar en los visitantes un punto de partida para la reflexión y el debate sobre los modelos actuales de ciudad, mostrando alternativas reales de cambio de estructuras urbanas. Potenciar las redes aprovechando el uso de las tecnologías para conseguir desarrollo sostenible, en concordancia con el concepto de sociedad de la información que debe presidir el futuro de la ciudad. 
Exposición donde se hace un recorrido por el proyecto No logo de Sao Paulo; la utilización de los coches eléctricos compartidos en algunas ciudades de EE.UU., el urbanismo informal de las periferias de las urbes lationamericanas y asiáticas; los colores de Tirana; la movilización social de Shimokitazawa; la utilización de los espacios públicos en Nueva York; los huertos urbanos en Valencia y, finalmente, internet como herramienta de visualización de la realidad urbana. Todos ellos presentados con el fin de conseguir que las ciudades actuales sean ciudades de futuro.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/ciudades-habitables-ciudades-futuro,https://www.lacasaencendida.es/storage/1986/responsive-images/5864-609f-ciudades_habitables_nt___detail_1600_900.jpg,
200,“El espacio como espectáculo”,Edward Gordon Craig,19 nov 09 - 17 ene 10,,"De personalidad compleja, Edward Gordon Craig (Stevenga, Inglaterra, 1872-Vence, Francia, 1966) dedicó su vida al teatro desde múltiples puntos de vista: como actor, escenógrafo, crítico y teórico. La exposición El espacio como espectáculo presenta la posibilidad de observar su proceso de trabajo y experimentar algunos de sus hallazgos escenográficos.
En una de las grabaciones de la BBC en 1953, titulada Algunas notas sobre la iluminación del escenario, Craig dice: “Ahora es necesario, en mi opinión, que paremos, olvidemos todo y miremos detenida, larga y cuidadosamente la naturaleza”. Esta sencilla invitación fue la base que, desde sus trabajos fechados en los primeros años del siglo XX, sustentó sus revolucionarios planteamientos. La mirada de Craig hacia la naturaleza es el motor que activa la superación del teatro ilusionista y abre el camino a una nueva forma de concebir el hecho escénico como obra de arte total. Esta visión, sumada a su capacidad para asimilar diversas influencias y sintetizarlas, convierte su obra en un referente.
La muestra permite adentrarse en un escenario donde el espacio funciona por sí mismo como fenómeno, siendo protagonistas las distancias, las direcciones y los límites. Así, la propuesta de Craig nace de la combinación entre ambos fenómenos: el texto y el espacio.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/espacio-espectaculo-edward-gordon-craig,https://www.lacasaencendida.es/storage/1897/responsive-images/5834-609f-espacio_espectaculo_gordon_craig_1___detail_1600_900.jpg,
201,“The Subjecters”,Thomas Hirschhorn,9 oct 09 - 5 ene 10,,"La muestra The Subjecters, del artista suizo residente en París, Thomas Hirschhorn (Berna, 1957), reunió ocho instalaciones-esculturas que tienen en común la utilización de maniquíes.
La obra de Thomas Hirschhorn se caracteriza por ser una reflexión comprometida sobre la realidad contemporánea. Haciendo uso de distintas disciplinas como la escultura, el vídeo o la instalación, Hirschhorn desarrolla un trabajo ligado a la crítica social y política. A través de la utilización de materiales cotidianos como cinta adhesiva, cartón, hojas de plástico, fotocopias o, en este caso, maniquíes, representa situaciones universales de una manera transgresiva y directa.
Las referencias a la moda, el arte, la política y la filosofía se entrelazan en su trabajo de manera paradójica. Su obra está concebida en función del espacio al que esté destinada: “altares” y “monumentos” en la calle como homenajes a sus pensadores favoritos, o esculturas si se trata de un museo o centro de arte.
Comisario: Ignacio Cabrero ",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/subjecters-thomas-hirschhorn,https://www.lacasaencendida.es/storage/1890/responsive-images/5833-609f-subjecters_thomas_1___detail_1600_900.jpg,
202,“Viajes de agua”,Eva Lootz,24 sep - 8 nov 2009,,"La Casa Encendida presenta Viajes de agua, una exposición que la artista austriaca Eva Lootz ha realizado expresamente para La Casa Encendida. La muestra incluye obras de nueva producción que Eva Lootz ha realizado específicamente para La Casa Encendida y gran parte de las series del proyecto Hidrografías, en el que la artista trabaja desde 2005 y que tiene como objeto el agua y concretamente los ríos de la Península Ibérica.
Las series mostradas exploran temas como las transformaciones históricas del curso de los ríos, la incidencia en el desarrollo de las ciudades, los estratos superpuestos de las toponimias, la fisiognomía del territorio, la política hidráulica o el peligro de la mercantilización del agua; todo ello se manifiesta a través de dibujos, paneles, vídeos, cajas de luz y esculturas.
A vista de pájaro los ríos parecen venas y neuronas. Eva Lootz utiliza esta semejanza como ejercicio de identificación con la naturaleza. El símil es solo uno de entre los muchos posibles: el río como metáfora de la vida ha sido utilizado desde la antigüedad y la relación del fluir del agua con el paso del tiempo ha dado pie a filosofías y mitologías de muy diversa índole.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/viajes-agua-eva-lootz,https://www.lacasaencendida.es/storage/1884/responsive-images/5832-609f-viajes_agua_eva___detail_1600_900.jpg,
203,Camuflajes,No definido,18 sep - 1 nov 2009,,"El camuflaje como función natural de defensa ha sido sofisticado por el ser humano, principalmente con fines bélicos. No obstante, la fascinación estética que accidentalmente provocan las formas de camuflaje, ya sea en la naturaleza o fuera de ella, nunca ha podido desligarse de dicha funcionalidad. Analizar como a la inversa lo meramente estético puede ser intencionadamente funcional es una de las propuestas de este proyecto.  
Camuflajes permite ver cómo el uso de una misma herramienta trata temas de identidad, violencia, política o sociedad a través de la obra de treinta y tres artistas como Rogelio López Cuenca, Laura Marte, Manuel Cerda, Laurent La Gamba, Maider López, Monica Duncan y Lara Odell, Liu Bolin, Desiree Palmen, Leo Fabrizio, Chema Cobo, Adonis Flores, Mateo Maté, Juan Luis Moraza, Harvey Opgenorth, Carlos Miranda, José Ramón Amondarain, Joan Fontcuberta, Yasumasa Morimura, Domingo Sánchez Blanco, Sonia La Mur, Ángeles Agrela, Gina Zacharias, Lalla A. Essaydi, Carmen Mariscal y Francesca Woodman.
Comisarios: Maite Méndez Baiges y Pedro Pizarro",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/camuflajes,https://www.lacasaencendida.es/storage/1878/responsive-images/5831-609f-camuflajes_1___detail_1600_900.jpg,
204,“Mistaken Identity”,The Hilton Brothers,10 jul - 30 ago 2009,,"La Casa Encendida presenta Mistaken Identity, la primera muestra en España dedicada a la obra de The Hilton Brothers. Christopher Makos y Paul Soldberg son los componentes de esta pareja artística cuya identidad se funde y se confunde, probablemente con la intención de esclarecer, de arrojar luz sobre la complejidad del mundo contemporáneo.
Las 65 obras que se presentan en la exposición recogen ejemplos tanto de su trabajo en solitario como de sus obras en colaboración, de manera que nos adentra en el universo que The Hilton Brothers han creado a su medida. La dualidad de su trabajo ha estado presente desde su propia génesis –el hecho de ser dos– hasta su realización en dípticos como los de las series Hippofolium o Andydandy, y también lo está en la propia esencia particular de su visión: la vida como arte y el arte como forma de vida, la banalidad de lo simplemente bonito y la profundidad de la belleza como forma de trascender.
Comisaria: Lola Garrido ",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/mistaken-identity-hilton-brothers,https://www.lacasaencendida.es/storage/1872/responsive-images/5830-609f-mistaken_1___detail_1600_900.jpg,
205,Programación completa In-presentable 2009,No definido,16 jun - 27 jun 2009,,Puedes consultar toda la información descargando el fichero PDF en dónde encontrarás toda la información referente a las actuaciones.,[''],In-Presentable 2009,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/programacion-completa-presentable-2009,https://www.lacasaencendida.es/storage/2793/responsive-images/7563-609f-inpresentable_ciclo_2009___detail_1600_900.jpg,
206,Artaud,No definido,3 abr - 7 jun 2009,,"Los dibujos y los cahiers de Antonin Artaud (Marsella, 1896-París, 1948) son el objeto de esta muestra, la primera exposición de esta naturaleza que se le dedica en España. Su obra gráfica, libre y singular, es una apasionada vertiente de la polifacética energía creadora que le impulsó toda su vida.
Artaud empezó a escribir cuadernos en febrero de 1945, cuando llevaba ya dos años en el sanatorio mental de Rodez. Lo primero que viene a la mente, tras la visualización del primer bloque completo, es que los cahiers “imponen su tono y su tiempo”. La riqueza del material es inclasificable; no es un texto literario ni se puede analizar como tal, pero tampoco son esbozos que implicarían un desarrollo posterior. Es una cantera de trabajo, una mina donde el autor profundiza con un instrumento versátil y brutal, carente de sofisticación. Considerando secuencialmente los 406 cahiers de Artaud, se observa una gran variedad en su grafía y en sus marcas o signos. Es un mapa, un firmamento que refleja el estado emocional del autor.
Las obras tempranas de Artaud –sus dibujos– reflejan la atención que prestaba a contemporáneos como Munch, Bonnard o Hodler. También conoció a Yvonne Gilles, quien le inició en la pintura. El dibujo de Artaud, desde lo fundamental y lo básico, estableció nuevos nexos, resonancias, evocaciones o huecos, capaces de generar un sentido nuevo; la obra gráfica de Artaud procede de un pensamiento poético.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/artaud,https://www.lacasaencendida.es/storage/1868/responsive-images/5829-609f-antonin_artaud_1___detail_1600_900.jpg,
207,Retratos de Nueva York: Fotografías del MoMA,No definido,27 mar - 14 jun 2009,,"La Casa Encendida acoge esta exposición organizada por el Museo de Arte Moderno de Nueva York (MoMA) que da a conocer una parte esencial del patrimonio del museo: su colección de fotografía. Retratos de Nueva York: Fotografías del MoMA supone un recorrido por la historia de la fotografía con la emblemática ciudad como telón de fondo a través de la obra de más de 90 autores.
Para la comisaria Sarah Hermanson Meister, conservadora del Departamento de Fotografía del MoMA, “Retratos de Nueva York refleja ampliamente la historia de sinergias de este medio y de la Gran Manzana a lo largo de un periodo de importantes transformaciones para ambos. Las fotografías creadas a través del inquieto y constante compromiso de numerosos fotógrafos con la ciudad de Nueva York han constituido una parte fundamental de la percepción que los neoyorquinos tienen de la ciudad y de sí mismos. Además, estas fotografías también han marcado la imagen de la ciudad en la imaginación del mundo”.
Entre los fotógrafos representados cabe destacar a: Berenice Abbott, Diane Arbus, Richard Avedon, Margaret Bourke-White, Henri Cartier-Bresson, Harry Callahan, Walker Evans, Andreas Feininger, Larry Fink, Robert Frank, Lee Friedlander, Lewis W. Hine, William Klein, Irving Penn, Cindy Sherman, Edward Steichen, Thomas Struth o Garry Winogrand.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/retratos-nueva-york-fotografias-moma,https://www.lacasaencendida.es/storage/1863/responsive-images/5828-609f-retratos_nueva_york_1___detail_1600_900.jpg,
208,Beautiful Losers. Arte actual y cultura urbana,No definido,14 nov 08 - 4 ene 09,,"La exposición Beautiful Losers. Arte actual y cultura urbana explora el trabajo más reciente de los artistas visuales estadounidenses que, a través de sus propias acciones, generaron a principios de los noventa una nueva forma de entender el arte urbano en tono a la cultura de los skaters, del graffiti, del punk y del hip hop.
Beautiful Losers repasa la producción de subculturas que existen en gran medida al margen del reconocimiento por parte de la cultura establecida. Estas subculturas mantienen sistemas de creación, exhibición y recepción independientes que solo en ocasiones se entrecruzan con los del ámbito de las bellas artes.
La muestra incluye una selección de obras (pintura, escultura, fotografía, cine, vídeo, performance y diseño) de artistas como Barry McGee, Thomas Campbell, Cynthia Connolly, Harmony Korine, Evan Hecox, Jo Jackson, Chris Johanson, Geoff McFetridge, Ryan McGinley, Ryan McGinness, Terry Richardson, Clare E. Rojas, Ed Templeton, Romon Yang, Tobin Yelland, Glen E. Friedman, Ari Marcopoulos o Raymond Pettibon.
Comisarios: Aaron Rose y Christian Strike",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/beautiful-losers-arte-actual-cultura-urbana,https://www.lacasaencendida.es/storage/1905/responsive-images/5846-609f-beautiful_losers_1___detail_1600_900.jpg,
209,Concierto Patti Smith,No definido,26 oct 2008,"El día después de la inauguración de la exposición “Vida y hechos de Arthur Rimbaud (1854-1891)”, Patti Smith ofrece en el Patio de La Casa Encendida un concierto en el que interpretará temas de su discografía.
Duración: 1 hora","Patti Smith, para muchos la “madrina del punk”, nació en Chicago, el 30 de diciembre de 1943. Tras conocer la obra de Rimbaud en la escuela secundaria y enamorarse de él, decidió dedicarse a la poesía. Desde entonces el poeta francés sería uno de sus ídolos. Según ella misma explica: ""Cuando tenía dieciséis años, realmente quería un novio. Y no me gustaban los chicos del barrio. Entonces encontré Iluminaciones, y vi a este chico en la tapa, y era mi tipo. En realidad, robé el libro porque fue amor a primera vista. Tengo que admitir que no pude entender lo que leí al abrirlo. Pero un instinto me dijo que esas palabras eran hermosas."" Poco después ingresó a la Escuela de Arte de Nueva Jersey, y un profesor la introdujo, en el concepto del artista criminal. Ese profesor le acercó más libros de quienes serían dos de las musas de Smith: Jean Genet y Rimbaud, artistas fuera de la ley, vagabundos que mezclaban el arte y el pecado. ""Ya no quise ir al cielo, si no había arte allí"", dice ella.",[''],Not in a group,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/concierto-patti-smith,https://www.lacasaencendida.es/storage/11612/responsive-images/2592-609f-concierto_patti_smith_08_th___detail_1600_900.jpg,1 hora
210,Reflejos de la India contemporánea,No definido,21 oct 08 - 4 ene 09,,"La exposición Reflejos de la India contemporánea nos acerca a la obra de cuatro artistas clave a la hora de desentrañar la inmensidad de representaciones y formas de expresión que encontramos en India: Sheela Gowda (Bhadravati, 1957), Amar Kanwar (Delhi, 1964), N. S. Harsha (Mysore, 1969) y Anup Mathew Thomas (Kochi, 1977) que se han dado a conocer en los circuitos internacionales siguiendo diversos caminos y técnicas –instalación, vídeo, pintura y fotografía–. Todos ellos viven y trabajan en India y reflejan en su obra los conflictos que perciben en su país y que son comunes en el mundo de hoy: cuestiones como la violencia, la identidad cultural, los problemas de género o la emigración.
La existencia en la India de las diferentes comunidades, religiones y manifestaciones sociales y artísticas, así como la dicotomía entre el pasado y el presente, entre la tradición y la modernidad, están presentes en las representaciones de los artistas.
Comisaria: Luisa Ortínez ",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/reflejos-india-contemporanea,https://www.lacasaencendida.es/storage/1914/responsive-images/5847-609f-reflejos_india_1___detail_1600_900.jpg,
211,Luis Bisbe. interiorismoyexteriorismo,No definido,18 sep - 26 oct 2008,,"Luis Bisbe. interiorismoyexteriorismo está compuesta por dos instalaciones ligadas al principio básico de la arquitectura de la diferencia entre dentro y fuera, pretendiendo quebrantar estos límites con lo que ello implica: el interior se relaciona con la protección y esta, a su vez, con el miedo y la seguridad.
Quebrantar estos límites, o al menos cuestionar su idoneidad, es el objetivo de Bisbe (Málaga, 1965) que, continuando en la línea de los trabajos anteriores, parte del espacio existente para generar un uso provisionalmente diferente e introducir otro orden llamando la atención sobre la rigidez del orden anterior. Así, encontramos una casa dislocada dentro de una sala de exposiciones, exhibiendo su interior hacia fuera, y una caseta que vigila el interior vacío de la sala.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/luis-bisbe-interiorismoyexteriorismo,https://www.lacasaencendida.es/storage/1920/responsive-images/5849-609f-interiorismo_exterrorismo_luis_bisbe_1___detail_1600_900.jpg,
212,Programación completa In-presentable 2008,No definido,11 jun - 21 jun 2008,,Puedes consultar toda la información descargando el fichero PDF en dónde encontrarás toda la información referente a las actuaciones.,[''],In-Presentable 2008,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/programacion-completa-presentable-2008,https://www.lacasaencendida.es/storage/2776/responsive-images/7557-609f-inpresentable_ciclo_2008___detail_1600_900.jpg,
213,“Todo acabará en lágrimas”,Jesper Just.,16 abr - 15 jun 2008,,"Todo acabará en lágrimas es la primera exposición individual dedicada al artista Jesper Just (Copenhague, 1974) en España. Toma su título de una de las cinco películas seleccionadas por su comisario Octavio Zaya, que junto a Bliss and Heaven, Some Draughty Window, Something to love y A Vicious Udertow, completan la muestra que recorre los temas principales tratados por Jesper Just: el género como construcción social y cultural antes que biológica y problemática generacional, más específicamente, la que aflora en la relación entre padre e hijo.
Se presenta a un artista que ha modificado el punto de vista desde el que muchos artistas de su generación se enfrentan a la construcción de la imagen. Mientras la práctica y la estética de la producción videográfica contemporánea se interesa generalmente por lo amateur y el género documental, Jesper Just nos sorprende con un trabajo detallista, lleno de referencias e influencias cinematográficas que se reflejan en el trabajo con la luz, en sus cambios de perspectiva y en el manejo sensible de la cámara. Su obra nos introduce en un mundo de ficción, de historias incompletas, sin principio ni fin, siempre inacabadas y sugerentes
Comisario: Octavio Zaya",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/todo-acabara-lagrimas-jesper-just,https://www.lacasaencendida.es/storage/1924/responsive-images/5851-609f-todo_acabara_en_lagrimas_jesper_just_1___detail_1600_900.jpg,
214,“Dentro por fuera”,Ellen Kooi,16 abr - 15 jun 2008,,"Las fotografías de Ellen Kooi (Leeuwarden, Holanda, 1962) tienen como punto de partida el paisaje que se transforma en escenario de acontecimientos ambiguos e inexplicables. La aparente naturalidad de las imágenes, que conservan siempre la espontaneidad de una instantánea, encierra un intrincado método de producción: dibujos preparatorios, trabajo con los modelos, diseño de la iluminación y las localizaciones, a la manera en que se trabaja en el cine o los antiguos pintores barrocos. Esta mezcla entre naturalidad y artificio confiere a las fotografías de Ellen Kooi una atmósfera inquietante y ejerce una innegable atracción sobre la mirada del espectador.
Ellen Kooi utiliza un paisaje perfecto para producir imágenes oníricas o imágenes extraordinarias. Para crear estos lugares donde ocurren acontecimientos ambiguos e inexplicables, la artista recurre al paisaje holandés. Sugiere emociones abstractas, utiliza la realidad selectivamente, infundiendo en sus escenas una profundidad psicológica.
Comisario: Octavio Zaya ",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/dentro-fuera-ellen-kooi,https://www.lacasaencendida.es/storage/1929/responsive-images/5852-609f-dentro_por_fuera_ellen_koo1_1___detail_1600_900.jpg,
215,Try Again,No definido,11 abr - 8 jun 2008,,"Try Again es una selección de trabajos de artistas que utilizan el videojuego como materia prima en sus instalaciones –algunas interactivas–, proyecciones de largometrajes, conciertos y performances. 

A lo largo del recorrido por la exposición, el visitante puede darse un paseo virtual por el Museo de Arte de Estocolmo mientras combate a los enemigos del popular videojuego Half-Life, zambullirse en combates multijugador contra el propio autor de una de las instalaciones aprovechando las posibilidades de Quake III Arena, contemplar la recreación de históricas performances vía Second Life o participar de la represión de Pinochet en Chile con ayuda del motor gráfico Unreal.
El libro que acompaña a la exposición no solo recoge las obras de los artistas que en la muestra han reinterpretado y transformado los videojuegos, generando piezas de arte, sino que también ofrece un recorrido por la historia del videojuego e incluye textos que analizan el fenómeno desde distintos ángulos.
Comisario: Juan Antonio Álvarez Reyes",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/try-again,https://www.lacasaencendida.es/storage/1934/responsive-images/5853-609f-try_again_1___detail_1600_900.jpg,
216,“Al fin creí entender (Madrid)/Located Work”,Joseph Kosuth,17 feb - 30 mar 2008,,"La obra Al fin creí entender (Madrid) es la continuación de las grandes instalaciones realizadas por Joseph Kosuth (Toledo, EE. UU., 1945) por todo el mundo, en edificios tan emblemáticos como la Villa Medici.
La instalación consta de una serie de textos luminosos que son fragmentos escogidos de obras de los autores latinoamericanos Jorge Luis Borges, Julio Cortázar y Juan Carlos Onetti. La obra le permite continuar investigando acerca de la producción de significado en la práctica artística. La idea de estar localizado al mismo tiempo en dos lugares sociales, culturales y políticos es recurrente en el trabajo del artista y, sin duda, la obra de estos autores cumplía dicho requisito, además de otras tantas virtudes conocidas.
Los textos en la fachada dan paso en el interior del edificio a Located Work (Madrid) otro proyecto de Joseph Kosuth realizado en colaboración con seis artistas de origen latinoamericano: Mario Aguirre, Alexander Apóstol, Busto Bocanegra, Sandra Gamarra, Hisae Ikenaga y Ximena Labra. Kosuth propuso a cada artista idear una obra que otro de los participantes tendría que realizar. Un intercambio de ideas que se completa con el análisis por parte de cada uno de ellos de lo que había querido transmitir con su obra, tanto con la que pensó como con la que finalmente realizó. La idea subyacente detrás de esta propuesta es, una vez más, la conexión con una localización doble, pero además plantea una disección radical de la práctica artística en sí misma. Así, por separado, la concepción de la obra de arte por un lado y la producción de la misma por otro revelan con nueva luz importantes aspectos del desarrollo interno de la realización de una obra de arte.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/fin-crei-entender-madridlocated-work-joseph-kosuth,https://www.lacasaencendida.es/storage/1940/responsive-images/5854-609f-cre_entender_joseph_kosuth_1___detail_1600_900.jpg,
217,Warhol sobre Warhol,No definido,23 nov 07 - 20 ene 08,,"La Casa Encendida celebra con esta muestra su V Aniversario. Según la comisaria del proyecto, Estrella de Diego: ""Una de las primeras metas de la exposición es mostrar las diferentes técnicas en las que trabaja Warhol y mostrarlas, sobre todo, como una especie de propuesta de dibujos preparatorios, enfatizando a través de las repeticiones de imágenes en los diferentes formatos la fórmula narrativa de Andy Warhol, su manera de narrar el mundo, siempre el mismo, a través de la cámara, la foto, la foto cosida, las Polaroids, los fotomatones, el cine, las pinturas. Warhol sobre Warhol aspira a mostrar un Warhol no tan conocido para el público español; un Warhol que a cada paso, y lo prueba el método de trabajo, va cediendo la autoría a cualquiera que este dispuesto a mirar: usted mismo"".
La exposición cuenta con más de 200 piezas, procedentes de instituciones, colecciones privadas y galerías, algunas de ellas como las Polaroids muy raramente expuestas por su delicadeza o como los acetatos, que se exponen por primera vez en público. Además, se incluyen las fotografías que, tanto el propio Warhol como sus amigos, hicieron a lo largo de los diferentes periodos de su vida. A parte del propio Warhol, participan en la muestra artistas como Richard Avedon, Cecil Beaton, Christopher Makos, Robert Mapplethorpe, Duane Michals, Ugo Mulas y Helmut Newton.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/warhol-warhol,https://www.lacasaencendida.es/storage/642/responsive-images/1788-609f-andy_warhol_1___detail_1600_900.jpg,
