,title,artist,date,description,text,tags,group,event,category,url,image,Duración
10,"Robots, androides y cyborgs: entre el temor y el asombro",No definido,21 oct 2022,"En la Biblioteca de La Casa Encendida iniciamos una línea de actividades orientada a complementar y dinamizar el fondo bibliográfico de ciencia ficción reunido y cedido a la biblioteca por el «Proyecto Fundación Asimov» durante la campaña «Operación: Lem», que culminó con la inauguración de dicho fondo el pasado mes de diciembre de 2021.","La idea de seres mecánicos al servicio del ser humano es tan antigua como nuestra civilización. Los robots y las inteligencias artificiales, que hoy ya son una controvertida realidad, constituyen uno de los temas y de los personajes recurrentes dentro del género de la ciencia ficción. En esta entretenida charla seguimos el rastro de los seres artificiales a lo largo de la historia, descubriendo por el camino las obras y los autores más representativos del género en torno a esta temática.
A cargo de Ángel F. Bueno, fundador y director del «Proyecto Fundación Asimov».
Duración: 45-50 minutos + coloquio.",[''],Ciencia ficción: la literatura de nuestro tiempo,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/robots-androides-cyborgs-temor-asombro,https://www.lacasaencendida.es/storage/6068/responsive-images/13770-609f-asimov_robots_androides_cyborgs_nt___detail_1600_905.jpg,1 hora 30 minutos
11,x/o,No definido,20 oct 2022,"Su música y puesta en escena resultan cautivadoras. Representando a esa mariposa del título de su primer disco, ‘Chaos Butterfly’ y todo su proceso de metamorfosis y renacimiento, se mueve entre una puesta en escena catártica y a la vez etérea. Debut en España.","Para la noche inaugural de la octava edición del Festival She Makes Noise contamos con x/o, seudónimo de Veron Xio, identidad fluida que se lee como she/they/them. Su sonido viene cargado del sentimiento emo propio de la década de los dosmiles, el nu metal, el trip hop, el anime japonés y la experimentación electrónica.
La actuación se divide en dos actos: un prólogo y un epílogo, una oruga y su transformación a mariposa sobre la que marcha la banda sonora. La artista juega con voces profundas e inquietantes conectadas con percusiones propias del jungle, baterías trip hop, ritmos rotos y distorsionados y bandas de metal. En el plano visual cuenta con referencias de la ciencia ficción como ‘Dune’, del anime y de videojuegos como el clásico ‘Final Fantasy’. Un universo onírico que también nos lleva a los juegos de luz y color de artistas como Olafur Eliasson. En definitiva, un mix con sello propio donde juntar subversión, experimentación audiovisual y una fiesta techno DJ. En su ‘Chaos Butterfly’ también hay lugar al folclore y las tradiciones feministas y revolucionarias de Vietnam, recuperando la historia de las Hermanas Trung, que en el siglo I d.C lideraron el primer movimiento de resistencia contra los chinos ocupantes tras 247 años de dominación. Construir algo nuevo a veces cuenta con el componente de la destrucción. Ese viaje x/o lo identifica con su propio proceso de tránsito.",[''],She Makes Noise 2022,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/xo,https://www.lacasaencendida.es/storage/6186/responsive-images/13974-609f-x_o_2022_nt___detail_1600_962.jpg,1 hora
12,"Alimentar a la bestia parte I: infraestructura, agua y minerales",No definido,20 oct 2022,"La inmaterialidad de lo virtual es un mito. La digitalización no es sinónimo de desmaterialización. Se sustenta en una inmensa infraestructura física -que se alimenta de recursos minerales, agua, energía y fuerza de trabajo- y en complejas cadenas de suministros que, en su curso, deja residuos y emisiones.","Al referirnos a la materialidad de la nube, un elemento clave a tener en cuenta es la gran demanda de metales de los dispositivos. Algunos de estos metales son escasos o pueden llegar a serlo debido al aumento de la demanda, su agotamiento o la existencia de conflictos en los países que los poseen. Esto es especialmente relevante para la UE que depende entre un 75% y un 100% de las importaciones para la mayoría de los metales -se ha calculado que para 2050 necesitará 60 veces más litio, entre otros-, lo que podría suponer un freno a sus planes de soberanía digital.
Otro factor preocupante es el impacto ambiental de las tecnologías digitales, relacionado tanto con la minería metálica como con el almacenamiento y tratamiento de datos y su elevado consumo energético -con sus correspondientes emisiones de GEI- e hídrico (se emplean miles de litros de agua en la refrigeración de los centros de datos).
En esta sesión reflexionaremos sobre la virtualidad de la nube de la mano del artista y profesor Vladan Joler; la investigadora Alicia Valero que nos introducirá en el mundo de los recursos minerales y sus límites; la experta Lorraine de Montenay que mostrará los impactos ambientales de las TIC en la UE. Finalmente viajaremos al Triángulo del Litio con la investigadora argentina Melisa Argento para conocer los impactos de la minería del litio en el territorio.",[''],El lado oscuro de la nube. El impacto ambiental de lo virtual,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/alimentar-bestia-parte-i-infraestructura-agua-minerales,https://www.lacasaencendida.es/storage/6245/responsive-images/14079-609f-infraestructura_agua_minerales_nt___detail_1600_900.jpg,1 hora 30 minutos
13,Korakrit Arunanondchai. Canciones para morir,No definido,20 oct 22 - 8 ene 23,"La cuarta escena de Fantástico interior marca el final del ciclo anual de exposiciones, comisariado por Rafa Barber Cortell, que ha discurrido por los distintos momentos que, de alguna manera, construyen el relato íntimo de una vida, empezando por la infancia para terminar con la muerte y deteniéndose en todo lo que hay en medio.","En esta escena final, Korakrit Arunanondchai (Bangkok, 1986) presenta la videoinstalación Canciones para morir, en la que el artista tailandés se asoma a formas de ver el mundo en las que la relación con la muerte tiene un marcado carácter personal e inmediato y está estrechamente enlazada a la vida. En este espacio situado entre lo material y lo espiritual, entre el aquí y el más allá, y en las formas en las que dicho espacio es narrado, Arunanondchai encuentra muchos de los códigos ocultos que sirven para explicar lo real. De este modo, es capaz de crear un collage visual en el que se relacionan varios eventos que ocurren en distintos lugares y en distintos tiempos, pero que están conectados por una figura común: la del fantasma.
El fantasma se representa en la obra como una alegoría de lo que no se puede contar y bebe de la espiritualidad de Asia y de las religiones animistas. Lo importante no es si el fantasma existe o no, sino las historias y las narraciones que se cuentan a través de su figura, que habita los diversos lugares por los que transita Canciones para morir de muchas maneras distintas.
La relación del propio artista con la muerte y la espiritualidad del fantasma también nos llega a través del fallecimiento de su abuelo durante la crisis del Covid-19, que supone el punto de arranque del video. El artista comparte el momento preciso de su partida, en el que se le invita a cantarle una canción para así poder acompañarle hasta su último instante en este mundo, ya que el sentido del oído es el último en desaparecer cuando morimos. Son estas canciones, capaces de conectar mundos y acompañar los procesos de desmaterialización de lo humano, las que estructuran la narrativa de todo el video, convirtiéndose en cantos que invocan la espiritualidad de la era contemporánea, canciones para el orden, canciones para la descomposición, canciones para soñar…",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/korakrit-arunanondchai-canciones-morir,https://www.lacasaencendida.es/storage/5863/responsive-images/13445-609f-korakrit_arunanondchai_3_nt___detail_1600_900.jpg,
14,Transformación o inmovilización frente a la violencia,Philippe Moal,19 oct 2022,"Tres talleres basados en el libro de Philippe Moal ""Pistas para la non-violencia"", que invitan a reflexionar sobre la experiencia personal y que son acompanado de tecnica de relajacion y de juegos de imagenes.","Los talleres se basan en la metodología desarrollada por el Nuevo Humanismo Universalista, en contra de toda discriminación, fanatismo, explotación y, en suma, cualquier tipo de violencia. Numerosos temas en relación con la violencia y la no-violencia merecen ser profundizados dando lugar a estudios e investigaciones a partir de diferentes puntos de vista.
El poder de las imágenes. Miércoles 19 de octubre (12.00-13.30h)
Descargar o transferir tensiones. Miércoles 26 de octubre (12.00-13.30h)
El papel de la conciencia en la no-violencia. Miércoles 2 de noviembre (12.00-13.30h)
Para información e inscripción, llamar a Biblioteca (915063889)",[''],Encuentro con autores 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/transformacion-o-inmovilizacion-frente-violencia-philippe-moal,https://www.lacasaencendida.es/storage/6264/responsive-images/14126-609f-encuentro_philippe_moal_nt___detail_1600_900.jpg,1 hora 30 minutos
15,Feminismo decolonial: una mirada desde los márgenes,No definido,18 oct 2022,"Desde nuestros barrios mestizos hasta ciudades y territorios de África, Asia o América Latina, las mujeres racializadas, migradas y periféricas están tejiendo alternativas que demuestran la urgente necesidad de descolonizar las sociedades en las que vivimos. Es una necesidad que también afecta al feminismo imperante blanco y eurocéntrico.","Mujeres indígenas, gitanas, musulmanas, negras… están cuestionando los enfoques feministas hegemónicos que reproducen en sus propuestas racismo y colonialismo. Es una crítica de la que no están exentas tampoco las ONGs que se dedican a la cooperación internacional.
Las propuestas que se enmarcan bajo el paraguas del feminismo decolonial incluyen voces muy diversas y plurales en las que los conocimientos y enseñanzas ancestrales tienen un papel central. Todas ellas comparten el objetivo de cuestionar un sistema que basa sus cimientos en la explotación y discriminación de personas por su mera condición racial.
El encuentro nos permite entender mejor qué propuestas se están construyendo desde estos enfoques, qué debemos aprender de ellas, cuáles son los logros que se están alcanzando, y por qué es crucial apostar por estos enfoques. Ponemos también el foco en la necesidad de la autocrítica y el interrogante constante como herramientas esenciales para avanzar hacia sociedades justas para todas las personas, independientemente de su procedencia, su racialidad, su identidad cultural.",[''],Diálogos: propuestas desde los márgenes,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/feminismo-decolonial-mirada-margenes,https://www.lacasaencendida.es/storage/6228/responsive-images/14051-609f-feminismo_decolonial_mirada_margenes_nt___detail_1600_900.jpg,1 hora 30 minutos
16,"Cortometrajes ‘Those in grass houses’, ‘Feathers in flight’ y ‘Hargila’",No definido,18 oct 2022,"Tres cortometrajes a través de los que conocer las aves que construyen el nido más grande, la tecnología que permite mapear de forma precisa la migración de las aves y una activista reuniendo a una comunidad en torno a una de las cigüeñas más raras del mundo.","Those in grass houses, de Christian Lawes. Reino Unido, 2020. 10’. VOSE.
Los tejedores republicanos diseñan el nido más grande construido por cualquier ave. Dentro de estas enormes estructuras tienen una vida social fascinante, pero ¿pueden sus lazos familiares protegerlos de los peligros de la vida en la sabana?
Feathers in Flight: The Bird Genoscape Project (Plumas en vuelo: el proyecto Bird Genoscape). Estados Unidos, 2021. 15’. Day’s Edge Productions. VOSE.
Miles de millones de aves migran anualmente en América. Pero, si no sabemos dónde van cuando dejan sus lugares de cría, ¿cómo podemos protegerlas? Al extraer ADN de plumas individuales gracias a la última tecnología, los científicos pueden mapear la migración de las aves con mayor precisión que nunca.
El resultado es el Proyecto Bird Genoscape y está revolucionando la conservación de las aves al conectar a las aves migratorias y a las personas que se preocupan por ellas, en todo el continente americano.
Hargila. Estados Unidos, 2022. 28’. Cornell Lab of Ornithology. VOSE.",[''],Pajareros 2022,No details,"['ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/encuentros/cortometrajes-those-grass-houses--feathers-flight--hargila,https://www.lacasaencendida.es/storage/6231/responsive-images/14056-609f-cortos_those_grass_houses_feathers_flight_hargila_nt___detail_1600_900.jpg,2 horas
17,Hábitos saludables,No definido,18 oct 22 - 24 feb 23,"La alimentación, el ejercicio físico, el descanso, la relación con el medio ambiente y la actividad social son aspectos de nuestro día a día que debemos cuidar para llevar una vida sana o un estilo de vida saludable.","Mediante este taller escolar, aprenderemos cómo incorporar pequeñas acciones en nuestra cotidianidad que se conviertan en buenos hábitos, para así cuidar de nuestra salud y nuestras relaciones con el entorno de un modo sostenible y prolongado en el tiempo. Reflexionaremos sobre los beneficios de cuidar nuestra alimentación mientras cuidamos del medio ambiente, dormir un número adecuado de horas, hacer un uso responsable de las nuevas tecnologías... No es necesario que volvamos al estilo de vida de nuestros abuelos y abuelas, pero el ritmo de vida actual no puede ser excusa para no adoptar costumbres saludables que nos beneficien.
Trabajaremos los distintos bloques temáticos experimentalmente y mediante juegos:
Hablaremos de cómo alimentarnos de forma equilibrada para cubrir nuestras necesidades nutricionales. Descubriremos cómo repercute en el medio ambiente la producción de lo que comemos.
Veremos la importancia que tiene el sueño para las personas, influyendo no solo en nuestro desenvolvimiento diario sino en nuestra salud a corto y largo plazo.
Caeremos en la cuenta de la importancia de usar sensatamente las nuevas tecnologías: móviles, tablets, ordenadores...",[''],Secundaria,No details,['ESCOLARES'],https://www.lacasaencendida.es/escolares/habitos-saludables-3,https://www.lacasaencendida.es/storage/6135/responsive-images/13884-609f-habitos_saludables_nt___detail_1600_900.jpg,
18,'Myanmar Diaries',The Myanmar Film Collective,15 oct - 16 oct 2022,"Un grupo de cineastas anónimos realiza un acto de resistencia y urgencia creativa: retratar el golpe de estado birmano, así como la brutal represión y la lucha de su pueblo. El documental fue estrenado en la Berlinale de 2022, donde obtuvo dos reconocimientos.","Myanmar Diaries, de The Myanmar Film Collective. Birmania, 2022. 70’.VOSE
En febrero de 2021, Myanmar (Birmania) sufrió un golpe de estado contra el gobierno elegido de forma democrática. Desde ese momento, sus ciudadanos viven bajo una brutal dictadura militar encabezada por el general Min Aung Hlaing. En este contexto, un grupo de activistas que permanece en el anonimato por temor a represalias, utiliza el cine como canal de comunicación ante el silencio informativo de los medios oficiales y el olvido que siente a nivel internacional.
En estos diarios recogen, en forma de collage, fragmentos que documentan la violenta situación en la que está sumida el país, partiendo del surrealista vídeo que se convirtió en viral, donde una joven imparte una clase online de aeróbic en la calle mientras a su espala se ve el asalto al parlamento birmano.
Fragmentos de gran crudeza -procedentes de imágenes grabadas con móviles, cámaras de seguridad o live streamings-,que se entrelazan con otros de ficción filmados por el propio colectivo, de contenido más alegórico, pero igual de potentes, que muestran el horror de vivir en una situación límite en la que se sufren constantes vulneraciones de los derechos humanos.",[''],Cine Contemporáneo: Contra-relatos desde la periferia,No details,['CINE'],https://www.lacasaencendida.es/cine/myanmar-diaries-myanmar-film-collective,https://www.lacasaencendida.es/storage/6226/responsive-images/14049-609f-myanmar_diaries_2_nt___detail_1600_900.jpg,
19,Vidas truncadas,No definido,15 oct 2022,¿Qué ocurre cuando el bebé no evoluciona por el camino de la normatividad? La cineasta francesa Claire Doyon presenta en La Casa Encendida este trabajo donde nos ofrece su propia experiencia como madre de una niña con trastorno del espectro autista.,"Dentro del cuento de la maternidad, creímos que nuestro bebé nacería sin problemas, pero ser madre también es abrirse a la posibilidad de tener un hijo que requiera de cuidados especiales.
Pénélope, mon amour, de Claire Doyon. Francia, 2021. 88’
Pénélope mon amour es el viaje de una madre cineasta que ha filmado a su hija, con transtorno del espectro autista, a lo largo de 18 años. Narra las diferentes etapas: el susto del diagnóstico, la declaración de guerra, la abdicación de las armas, para finalmente aceptar y descubrir un modo de existencia diferente.
Este cuerpo de Penélope y, con mayor razón, este cuerpo de la persona autista en el espacio social, ¿qué lugar ocupa y qué lugar le damos? ¿Qué terreno puede inventar el cine para diseñar un espacio hospitalario, para soñar con un mundo que permita que lo invisible se haga visible?
Claire Doyon (Francia, 1971) dirigió su primer largometraje Les Lionceaux (2002), seleccionado en La Quinzaine des Réalisateurs del Festival de Cannes, tras acabar los estudios de dirección en la escuela Fémis i Lee Strasberg. Desde entonces ha dirigido seis películas más, seleccionadas y premiadas en festivales Internacionales como Locarno, La Muestra de Venecia, el Festival de Turín, FIDMarseille o el Festival Internacional de Cortometrajes Clermont-Ferrand. Claire Doyon es la fundadora de MAIA, un instituto de pedagogía experimental creado en 2007 y situado en París para niños y adolescentes con autismo.",[''],Maternar contra el mito,No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/vidas-truncadas,https://www.lacasaencendida.es/storage/6242/responsive-images/14065-609f-penelope_mon_amour_nt___detail_1600_900.jpg,2 horas
20,Bebés en movimiento: ritmos y danzas,No definido,15 oct 2022,"Explorar y jugar es el propósito de este taller. A través del contacto, los sonidos y el ritmo, cada bebé encuentra su espacio sensorial donde conectar con su propio cuerpo. Todas esas sensaciones se traducen en un movimiento interior que lo hará sentirse en armonía.","Un espacio de encuentro con mamá o papá donde compartir curiosas canciones, simpáticos recitados rítmicos y pequeñas danzas en un ambiente cálido, estético y sobre todo musical. El juego, la música y el ritmo propio de cada bebé serán los elementos esenciales que acompañarán el taller. Se trata de explorar aquellos sonidos, palabras y graciosas onomatopeyas e incorporarlos de manera respetuosa y divertida al contexto musical. Melodías y nanas invadirán el espacio y sucesivamente aparecerán materiales suaves y coloridos como pañuelos, pelotas blandas, huevos sonoros y pequeñas campanillas. ¡Disfrutar bailando junto a otras familias nunca fue tan divertido!
Sábado 15, 11:00 – 12:00 para bebés de 4 a 12 meses
Sábado 15, 12:30 – 13:30 para bebés de 25 a 36 meses
Domingo 16, 11:00 – 12:00 para bebés de 13 a 24 meses
Domingo 16, 12:30 – 13:30 para bebés de 25 a 36 meses
Se recomienda traer calcetines antideslizantes.
Vesna Stegnar es responsable del proyecto. Graduada en Musicoterapia (USAL - Argentina), Máster en Educación a través de la Danza (UAM) y especialista en Educación Musical Temprana. En la actualidad imparte clases de música y danza educativa en escuelas, colegios y centros culturales de Madrid, dedicando su trabajo a la primera infancia.",[''],En Familia. Otoño 2022,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/bebes-movimiento-ritmos-danzas,https://www.lacasaencendida.es/storage/6223/responsive-images/14018-609f-bebes_en_movimiento_en_familia_2022_nt___detail_1600_1066.jpg,1 hora
21,Gala de Finalistas de la VII Edición del Humus Film Fest,No definido,14 oct 2022,"El cine es una ventana por la que conocer otras realidades. El festival Humus film Fest quiere acoger todas las miradas, profesionales y aficionadas, que cuenten una historia que conecte la agricultura y la ciudad.","La ciudad se aleja cada vez más de la naturaleza. A veces cuesta divisar el horizonte entre las fachadas de las estrechas calles por las que se transita. El Humus Film Fest lleva siete años intentando abrir otras miradas sobre el ecosistema urbano mostrando las experiencias de islas verdes que colonizan nuestras urbes y nos conectan con la tierra y la naturaleza.
El Humus Film Fest, primer festival de cortos que se celebra en España sobre la temática ""huerta y ciudad"", pretende dar cabida a todas las miradas que quieran acercarse a mostrar la agricultura urbana tanto de una forma amateur como profesional; desde visiones más surrealistas o poéticas, a escenarios más cómicos o de realismo.
Cuatro minutos y medio para contar una historia que conecte estos dos ecosistemas a través de 4 categorías: Fantástica, Corto de Autor, Comedia y Documental.
En la gala se proyectan los cortos finalistas por cada categoría y el público elige su trabajo favorito. La convocatoria está abierta hasta el 19 de septiembre y las bases están disponibles en este enlace.",[''],Humus Revolution 2022,No details,"['PRESENTACIONES', 'ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/presentaciones/gala-finalistas-vii-edicion-humus-film-fest,https://www.lacasaencendida.es/storage/6210/responsive-images/13994-609f-vii_gala_finalistas_nt___detail_1600_901.jpg,2 horas
22,'Fragmentos. Obra para el Museo de Doris Salcedo',Mayte Carrasco,13 oct 2022,Corto documental experimental sobre el making-of del contra-monumento de la artista colombiana Doris Salcedo. La película recoge el testimonio de mujeres víctimas de violencia sexual en el conflicto colombiano y de todas las partes implicadas. Coloquio posterior con la directora y la periodista Lula Gómez.,"Fragmentos. Obra para el Museo de Doris Salcedo, de Mayte Carrasco. España, Colombia, 2019. 30'
Estas mujeres forjaron con su trabajo las láminas de cicatrices ideadas por la artista, elaboradas con los restos fundidos de las armas decomisadas de las guerrillas de las FARC.
El documental incluye imágenes inéditas de la policía colombiana recogiendo las armas, disponiéndolas en una enorme sábada y la posterior fundición, a la que entró en exclusiva la artista y las cámaras que la acompañaron. El corto puede verse a diario en el Contramonumento en Bogotá, Colombia.
Coloquio posterior con:
Lula Gómez. Es periodista y actualmente directora de comunicación de la Secretaria General Iberoamericana, Segib. Es la autora de varios libros de periodismo como Condenadas al silencio y Mujeres al frente, título del que también existe un documental dirigido y producido por ella y reconocido con varios premios internacionales. Ha participado también en la edición de varias publicaciones como No es hora de Callar y Sin Habitación propia. Crónicas de mujeres sin hogar.",[''],"Cine, justicia, reparación",No details,"['CINE', 'ENCUENTROS']",https://www.lacasaencendida.es/cine/fragmentos-obra-museo-doris-salcedo-mayte-carrasco,https://www.lacasaencendida.es/storage/6146/responsive-images/13903-609f-fragmentos_obra_museo_doris_salcedo_nt___detail_1600_900.jpg,2 horas
23,Sesión infantil,No definido,11 oct 2022,"Con motivo del X Aniversario del Club Aventurer@s, esta nueva edición de Pajareros cuenta con una sesión dirigida a público infantil y familiar, para la que están previstos juegos, intervenciones especiales y la proyección de cuatro cortos de animación.","El pájaro verde, de Maximilien Bougeois, Quentin Dubois, Marine Goalard, Irina Nguyen-Duc y Pierre Perveyrie. Francia, 2017. 6’45’’.
Esta es la historia de un pájaro verde, ruidoso pero encantador y cariñoso que pone su primer huevo.
El viaje de Bu. Francia, 2019. 26’. Picolo Pictures, Bardaf! Productions.
Una gran tormenta ha arrastrado a la recién nacida Bu y su hermanito que aún se encuentra en el huevo. Pero, ¿y su mamá? ¿Dónde están sus padres? La pequeña lechuza tendrá que enfrentarse a dos misiones muy importantes: encontrar a sus padres y cuidar de su hermanito que es todo un imán para los peligros del bosque. A pesar de las dificultades, Bu se mostrará valiente y decidida. Se enfrentará a temibles cocodrilos, conocerá a los humanos y se dará cuenta de su propia fortaleza en una odisea que la hará crecer a pasos agigantados.
El pajarito y las abejas, de Lena von Döhren. Suiza. 2019. 4’30’’.
Es primavera y el pajarito cuida de las primeras hojas del árbol. Las flores se abren y las abejas vienen zumbando al despertarse por el dulce olor de su néctar.",[''],Pajareros 2022,No details,"['ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/encuentros/sesion-infantil,https://www.lacasaencendida.es/storage/6229/responsive-images/14053-609f-pajareros_2022_sesion_infantil_nt___detail_1600_900.jpg,2 horas
